FlightID,FlightNumber,Origin,Destination,AircraftID,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival
F00972,AI789,MHH,SSB,A006,2025-02-10 12:00:00,2025-02-10 12:30:00,2025-02-10 15:00:00,2025-02-10 16:26:00
F00973,AI225,GBR,SSB,A001,2025-02-10 13:00:00,2025-02-10 13:53:00,2025-02-10 16:00:00,2025-02-10 16:49:00
F00974,AI160,IGE,CSV,A004,2025-02-10 14:00:00,2025-02-10 15:04:00,2025-02-10 17:00:00,2025-02-10 17:20:00
F00975,AI258,NBX,SUQ,A004,2025-02-10 15:00:00,2025-02-10 15:10:00,2025-02-10 18:00:00,2025-02-10 18:12:00
F00976,AI451,SSB,CSV,A002,2025-02-10 16:00:00,2025-02-10 16:46:00,2025-02-10 19:00:00,2025-02-10 20:25:00
F00977,AI137,ZWZ,GBR,A002,2025-02-10 17:00:00,2025-02-10 17:55:00,2025-02-10 20:00:00,2025-02-10 20:56:00
F00978,AI442,NBX,XCV,A003,2025-02-10 18:00:00,2025-02-10 18:51:00,2025-02-10 21:00:00,2025-02-10 22:01:00
F00979,AI990,XCV,GBR,A004,2025-02-10 19:00:00,2025-02-10 19:12:00,2025-02-10 22:00:00,2025-02-10 22:51:00
F00980,AI736,SSB,HCU,A002,2025-02-10 20:00:00,2025-02-10 20:43:00,2025-02-10 23:00:00,2025-02-10 23:13:00
F00981,AI924,VAZ,PVI,A002,2025-02-10 21:00:00,2025-02-10 21:22:00,2025-02-11 00:00:00,2025-02-11 00:26:00
F00982,AI264,VAZ,CSV,A005,2025-02-10 22:00:00,2025-02-10 22:25:00,2025-02-11 01:00:00,2025-02-11 02:13:00
F00983,AI884,DOC,XCV,A003,2025-02-10 23:00:00,2025-02-11 00:04:00,2025-02-11 02:00:00,2025-02-11 03:14:00
F00984,AI579,ZWZ,JIQ,A009,2025-02-11 00:00:00,2025-02-11 00:43:00,2025-02-11 03:00:00,2025-02-11 03:23:00
F00985,AI499,DDB,SSB,A009,2025-02-11 01:00:00,2025-02-11 01:33:00,2025-02-11 04:00:00,2025-02-11 04:48:00
F00986,AI794,DDB,JIQ,A002,2025-02-11 02:00:00,2025-02-11 02:22:00,2025-02-11 05:00:00,2025-02-11 05:14:00
F00987,AI292,IGE,DOC,A000,2025-02-11 03:00:00,2025-02-11 03:15:00,2025-02-11 06:00:00,2025-02-11 06:13:00
F00988,AI521,SSB,XCV,A001,2025-02-11 04:00:00,2025-02-11 04:48:00,2025-02-11 07:00:00,2025-02-11 07:29:00
F00989,AI608,PVI,SUQ,A002,2025-02-11 05:00:00,2025-02-11 05:11:00,2025-02-11 08:00:00,2025-02-11 09:31:00
F00990,AI296,DIX,NBX,A004,2025-02-11 06:00:00,2025-02-11 06:20:00,2025-02-11 09:00:00,2025-02-11 09:26:00
F00991,AI271,DIX,NBX,A009,2025-02-11 07:00:00,2025-02-11 07:16:00,2025-02-11 10:00:00,2025-02-11 11:21:00
F00992,AI500,JIQ,SUQ,A004,2025-02-11 08:00:00,2025-02-11 08:16:00,2025-02-11 11:00:00,2025-02-11 11:34:00
F00993,AI148,NBX,DDB,A004,2025-02-11 09:00:00,2025-02-11 09:48:00,2025-02-11 12:00:00,2025-02-11 12:21:00
F00994,AI905,FUO,ZWZ,A002,2025-02-11 10:00:00,2025-02-11 10:48:00,2025-02-11 13:00:00,2025-02-11 13:32:00
F00995,AI921,DOC,ZWZ,A000,2025-02-11 11:00:00,2025-02-11 11:21:00,2025-02-11 14:00:00,2025-02-11 15:10:00
F00996,AI890,IGE,XCV,A004,2025-02-11 12:00:00,2025-02-11 13:00:00,2025-02-11 15:00:00,2025-02-11 15:12:00
F00997,AI447,NBX,XCV,A009,2025-02-11 13:00:00,2025-02-11 13:31:00,2025-02-11 16:00:00,2025-02-11 16:18:00
F00998,AI878,SSB,DIX,A005,2025-02-11 14:00:00,2025-02-11 15:00:00,2025-02-11 17:00:00,2025-02-11 18:22:00
F00999,AI798,DDB,GBR,A001,2025-02-11 15:00:00,2025-02-11 16:00:00,2025-02-11 18:00:00,2025-02-11 19:39:00
